title,location,Main_task,qualifications,Preferred_Qualifications,skills,url
AI/LLM Curriculum Developer,경기 용인시,"• 업스테이지 기술 기반 맞춤형 교육 콘텐츠 개발
• 교육 과정 설계 및 데이터 기반 개선
• 교육 수강생 및 강의자 지원 자료 관리
• 사내외 교육 세션, 워크숍, 컨퍼런스 등을 통한 교육 콘텐츠 확산
• 내외부 SME와 협업을 통한 교육 콘텐츠 품질 강화","• AI 관련 교육 콘텐츠 제작 경험
• AI 관련 교육 프로그램 운영, 혹은 참여 경험
• AI 기술 트렌드를 빠르게 습득하여 교육 콘텐츠로 변환할 수 있는 역량
• PyTorch 등 주요 기계 학습 프레임워크에 대한 경험
• 다양한 협업 환경에서 효과적인 커뮤니케이션을 수행할 수 있는 역량","• AI 및 소프트웨어 개발 직무 경험
• 사내외 개발 문서, 매뉴얼, 기술 블로그 등의 제작 경험
• AI 교육과정 기획 및 운영 경험
• 개발자 커뮤니티 활동 경험
• 글로벌 교육 자료 제작을 위한 영어 커뮤니케이션 역량",[],https://jumpit.saramin.co.kr/position/42348
AI 개발자 연구원 신입,경기 성남시,"• 의료영상 분석 및 진단 인공지능(AI) 모델 연구, 개발
• 성능 업데이트, 모델 최적화",• 경력 :0~1년 신입 우대,"• 전공 : 컴퓨터 공학 또는 인공지능 관련 학과
• 관련 분야의 석사, 박사 학위 취득자
• 의료영상 진단 AI 프로그램을 개발하여, 국내외 식약처 3등급 소프트웨어 의료기기 인증을 받은 경험자
• 의료영상 진단 AI 분야의 제품 개발 경험자
• 이미지 프로세싱 전문가
• 병역특례 (석사 이상 현역/보충역/전입자) 우대",[],https://jumpit.saramin.co.kr/position/43185
ADAS NPU AI SW Engineer,경기 성남시,"[SW 솔루션 개발팀]
SW 솔루션 개발팀은 차량용 반도체에 탑재되어 고객의 사용 시나리오에 맞게 반도체를 제어하며 최고의 성능을 낼 수 있도록 최적화된 고품질의 임베디드시스템 SW 개발을 미션으로 합니다. 
차량용 반도체의 Computing/Safety 수준에 맞추어 칩 내부의 HW IP 디바이스 Enabling을 위한 firmware, bootloader에서부터 Linux나 RTOS와 같은 OS 플랫폼 기반의 kernel, device driver, system framework, 및 자율주행 DL 솔루션과 같은 분야의 SW를 제공합니다. 각 해당 분야의 전문가들이 팀을 이루어 업계 최고의 차량용 반도체 SW 개발을 위해 함께 연구/개발하고 있습니다.

 [주요 업무]
ㆍNN 가속기 SDK를 활용한 Tensorflow, pytorch 등으로 개발된 딥러닝 모델 포팅
ㆍNN 가속기 성능 측정 및 튜닝을 위한 머신러닝/딥러닝 시스템 구성 및 최적화
ㆍAI NN 가속기 AI 모델 기반 성능 검증 및 모델 튜닝
ㆍ차량용 자율주행 NN 알고리즘 개발
ㆍTensorflow, Pytorch 등 다양한 AI Framework 기반의 오픈 Model Training
ㆍAI 모델 Compiler 개발 (TVM, MLIR, 기타 Frontend) 및 optimization
ㆍNN 가속기 Compute/Data Movement kernel 및 Operation 개발
ㆍNN 모델 quantization solution 개발","ㆍ학력 : 학력무관
ㆍ경력직 : 위 개발 분야 중 어느 한 분야에서 충분한 개발 경험을 갖고 계시는 분
ㆍ신입직 : 위 개발 분야에 새롭게 도전하여 최고의 자율주행 DL SW 개발자가 되고 싶은 열정있는 엔지니어 분","ㆍGPU/NPU/TPU등 HW NN engine 기반 SDK/DL AI모델/알고리즘 관련 개발 경험
ㆍ차량용 반도체 HW/SW 개발 경험",[],https://jumpit.saramin.co.kr/position/42912
AI Research Engineer - LLM,경기 용인시,"• LLM Post-training을 위한 데이터 수집 및 정제
• LLM Post-training 방법론 연구 및 개발
• LLM 제품화를 위한 개발","• LLM Post-training 경험
• 대규모 모델 학습을 위한 프레임워크 사용 경험 (e.g. DeepSpeed)
• LLM 기반 제품 개발 경험
• 다양한 협업 환경에서 일할 수 있는 능력
• 훌륭한 의사 소통 능력","• LLM Post-training을 위한 데이터 수집, 정제, 및 annotation 경험
• AI 및 NLP 관련 국제 학회에서 1저자 혹은 교신저자로 출판 기록
 (E.g. NeurIPS, ICML, ICLR, ACL, NAACL, EMNLP, AAAI, CVPR, ICCV, ECCV 등)
• 국제 혹은 국내 AI 대회 (Kaggle 등) 상위권 입상
• 글로벌 고객 대응을 위한 영어 커뮤니케이션 능력",[],https://jumpit.saramin.co.kr/position/42332
AI 최적화 Researcher 채용,서울 강남구,"• 에너자이의 추론 엔진 Optimium은 크게 ""Graph Level"", ""Kernel level"", ""Runtime level"" 로 구분됩니다.
• 해당 직군은 ""Graph Level""에서의 연구 개발을 맡아 수행하실 분을 찾고 있습니다. ""Graph Level""에서의 연구 개발은 아래 내용을 포함합니다.

• AI 추론 엔진 딥러닝 모델 최적화 알고리즘 개발
- 사내 자체 개발한 언어를 활용해 convolution, GEMM 등의 연산을 메모리 캐싱, vectorization 등을 고려해서 최적화되도록 구현
- Quantization operation을 포함한 Operation fusion 알고리즘 알고리즘 개발
- Reinforcement Learning, Dynamic programming 등을 활용하여 Optimium에서의 각종 최적화 문제를 풀고 연구 개발
- Multi-device allocation 문제
- Automatic mixed precision 알고리즘 개발
- Time complexity와 Performance를 고려한 Auto Tuning 알고리즘 개발
- LLM 최적화
- SLM 추론 최적화 연구
- AI 추론 엔진 소프트웨어 개발
- Kubernetes를 이용한 Multi-device 자원 관리
- Auto-Tuning 가속화를 위한 Database 구축","• 학부 4학년 이상
• 해외 여행에 결격 사유가 없으신 분
• Python 프로젝트 개발 경험이 있으신 분
• 딥러닝 프레임워크(Pytorch, Tensorflow 등) 사용 경험이 있으신 분
• 병역특례 지원 가능
- 산업기능요원, 전문연구요원 지원 가능하며, 이력서에 별도 표기하여 제출 부탁드립니다. (Ex: 산업기능요원 보충역 편입, 전문연구요원 현역 전직 등)","• vTune 등의 profiler를 이용하여 소프트웨어 최적화를 해보신 분
• 컴퓨터 아키텍쳐 관련 지식이 풍부하신 분
• 딥러닝 모델 경량화 및 추론 가속화 기법에 관한 경험이 있으신 분
• 관련 학회 및 저널 게재 경력자
• 관련 전공 석사, 박사 학위 보유자 (경력 인정)",[],https://jumpit.saramin.co.kr/position/43105
AI Research Engineer - Document AI,경기 용인시,"• DocumentAI Vision 모델 연구 및 개발
• 고객의 문제를 이해하고, 그를 가장 효과적으로 해결하기 위한 가설 제시 및 검증을 수행
• 제품의 요구 사항을 이해하고 이를 개발 목표 및 연구 과제로 변환
• 모델 성능에 대한 객관적인 메트릭 정의 및 측정","• 관련 분야 석사 학위
• AI 문제를 정의하고 해결하는 능력
• 기초 머신러닝 알고리즘에 대한 깊은 이해
• Python, C++ 등의 언어를 활용한 강력한 프로그래밍 능력 및 Linux/Shell 활용 능력
• CV, NLP, LLM 등 관심 AI 도메인의 최신 알고리즘에 대한 이해
• 주요 기계 학습 프레임워크에 대한 깊은 이해(예: TensorFlow, PyTorch)
• 다양한 협업 환경에서 일할 수 있는 능력
• 훌륭한 의사 소통 능력","• 대규모 상용 ML(CV, NLP 등) 제품 개발 경험
• 최고의 AI 컨퍼런스(e.g. NeurIPS, ICML, ICLR, AAAI, CVPR, ICCV, ECCV, ACL, EMNLP, KDD, etc)에서 1저자 혹은 교신저자로 출판 기록
• 국제 혹은 국내 AI 대회 (Kaggle 등) 상위권 입상
• 대규모 데이터로부터 AI 모델 학습 및 추론을 위한 data/model pipeline을 개발한 경험
• AI 관련 연구 또는 프로덕트 개발을 리딩한 경험
• 새로운 연구 혹은 개발 방향성을 제시할 수 있는 능력",[],https://jumpit.saramin.co.kr/position/42331
Artificial Intelligence Researcher 채용,서울 영등포구,"사용 기술
• Pytorch, Keras, Tensorflow, DeepLearning, MachineLearning

주요 업무
• 의료 영상 분석 (ex. Classification, Segmentation)을 위한 AI 알고리즘 개발 및 검증의료 영상 개선 (ex. Super-Resolution, Denoising)을 위한 AI 알고리즘 개발 및 검증
• 의료 영상 개선 (Super-Resolution, Denoising)을 위한 AI 알고리즘 개발 및 검증
• 기술/임상 컨퍼런스 및 저널 논문 투고 및 발표를 위한 연구 수행","• Computer Vision, Image Processing, ML/DL, 의공학 전공 관련 석사/박사 또는 실무자
• Python 및 ML/DL 프레임워크 유경험자 (예: Pytorch, Tensorflow, Keras 등)
• 데이터 수집, 주석, 전처리 및 관리를 포함한 AI 모델 개발 전문가","• 의료 영상, ML/DL 또는 컴퓨터 비전 컨퍼런스나 저널 논문 작성 유경험자
• 최신 의료 영상 및/또는 AI 연구 트렌드 탐색 및 적용 유경험자
• 의료 도메인 CT, MR 데이터세트의 2D/3D computer vision task 유경험자

[이런 분과 일하고 싶어요]
• 흥미와 열정을 가지고 주도적인 업무 수행
• 팀 내 액티브한 커뮤니케이션",[],https://jumpit.saramin.co.kr/position/42990
Runtime 소프트웨어 엔지니어 채용,서울 강남구,"Proprietary AI compiler(Optima)의 runtime 개발
• device communication interface 및 프로토콜 디자인/구현
 - ssh, adb, tcp/ip, packet 통신, RPC 통신 등
• parallel programming
 - multithread programming
 - GPU
• 다양한 디바이스 지원을 위한 binding 제작
 - vulkan, spir-V, XNNPack 등
• 사용자 api 제작
• 모델 실행 시 최적화 알고리즘 제작
 - memory planning, execution scheduling 등
• 라이브러리 압축 / 보안을 위한 암호화","• C/C++, python을 활용한 프로젝트 개발 경험이 있으신 분
• 동시성 프로그래밍 경험이 있으신 분
• 다양한 device/OS(Android, iOS, linux, ARM64, x86_64 등)를 활용하고 코딩하는데 있어 거리낌이 없으신 분
• 병역특례 지원 가능
- 산업기능요원, 전문연구요원 지원 가능하며, 이력서에 별도 표기하여 제출 부탁드립니다. (Ex: 산업기능요원 보충역 편입, 전문연구요원 현역 전직 등)","• Swift, Kotlin 개발 경험이 있으신 분
• objdump 등을 이용하여 library 분석하고 debugging 경험이 많으신 분
• 공동의 목표를 달성하기 위해 즐겁게 몰입하며 함께 성장할 수 있는 분
• 상호 존중과 협력을 실천하며 원할한 협업을 통해 시너지를 창출할 수 있는 분
• 주도적으로 역할을 확장하고, 전문 지식을 바탕으로 문제 해결에 앞장서는 분",[],https://jumpit.saramin.co.kr/position/43107
LLM Researcher (경력 5년이하),서울 강남구,"• LLM post training을 위한 데이터 수집 및 정제
• LLM Post train 방법론 연구 및 개발
• LLM serving 환경 구축 및 실험
• Generative AI 신규 기술 Research","• Python 등 프로그래밍 언어 경험
• Tensorflow, PyTorch 등 Machine Learning Framework 활용 경험
• LLM Post-training 및 관련 python 라이브러리 사용 경험 (transformers, peft, accelerate 등)
• 다양한 협업 환경에서 일할 수 있는 능력
• 훌륭한 의사 소통 능력","• 관련 분야(수학, 통계, 컴퓨터 공학 등) 석사 이상 전공자
• LLM Post-training을 위한 데이터 수집, 정제, 및 데이터 구축 경험
• Docker 수행 능력
• CVPR, ICCV, ECCV, NeurIPS, AAAI, IEEE, EMNLP 등 저널/학회 논문 저자 또는 참여",[],https://jumpit.saramin.co.kr/position/42012
Document AI Researcher (경력 3년이하),서울 강남구,"• 비구조 데이터 문서 처리 솔루션 내 신규 모델 개발
• OCR 및 CV, NLP 등 기 개발 모델 유지 보수 및 고도화
• Document AI 관련 신규 기술 research","• Python 등 프로그래밍 언어 경험
• Tensorflow, PyTorch 등 Machine Learning Framework 활용 경험
• CV, NLP 등 Document AI 관련 모델 개발 경험
• 다양한 협업 환경에서 일할 수 있는 능력
• 훌륭한 의사 소통 능력","• 관련 분야(수학, 통계, 컴퓨터 공학 등) 석사 이상 전공자
• Document AI를 위한 데이터 수집, 정제, 및 데이터 구축 경험
• CVPR, ICCV, ECCV, NeurIPS, AAAI, IEEE, EMNLP 등 저널/학회 논문 저자 또는 참여",[],https://jumpit.saramin.co.kr/position/39667
코덱 SW 엔지니어 (알고리즘 개발/신입),서울 강남구,"• 영상처리, 동영상 압축 등 멀티미디어 처리 기술개발","• 전자, 컴퓨터공학 학사 이상
• C/C++ 능숙
• 비디오 압축 혹은 영상 처리에 관심이 있으신 분","• 비디오 압축 혹은 영상 처리 관련 연구 수행 및 프로젝트 경험자
• 리눅스 환경에서 개발 가능",[],https://jumpit.saramin.co.kr/position/42503
임베디드 AI 개발자 (C++),서울 강서구,"Embedded AI SW 기술 개발: 
• Embedded AI application 개발 및 최적화
• Algorithm 최적화 및 SIMD 최적화
• Embedded(SoC) 및 RTOS 환경에서 모델 배포 프로세스 개발",• 관련 분야 학사 학위 혹은 2년 이상 경력 보유,"• 관련 분야 논문 보유자 (국제 학회 또는 SCI/SCIE 저널)  
• 특정 하드웨어 가속기(e.g., GPUs, TPUs, FPGAs)에 대한 DL/ML 최적화 경험
• Embedded 및 RTOS환경 구축 및 개발 경험
• C++(Modern C++ 포함) 개발 역량
• Agile 또는 ASPICE 프로젝트 경험",[],https://jumpit.saramin.co.kr/position/42804
Vision AI Application Engineer,서울 강서구,"Vision AI application을 위한 Deep Learning 모델 개발 및 최적화: 
• Object Detection, Segmentation, Human Pose Estimation 기술 개발
• 학습 DB 설계 및 학습 최적화",• 관련 분야 석사 학위 혹은 2년 이상 경력 보유,"• 관련 분야 논문 보유자 (국제 학회 또는 SCI/SCIE 저널)  
• 영상처리 개발 역량
• ML(예: SVM, Random Forest) 개발 역량
• 영어회화 가능
• AI 개발 전주기 경험자",[],https://jumpit.saramin.co.kr/position/42800
임베디드 AI 개발자 (병역특례),서울 강서구,"Embedded AI SW 기술 개발: 
• Embedded AI application 개발 및 최적화
• Algorithm 최적화 및 SIMD 최적화
• Embedded(SoC) 및 RTOS 환경에서 모델 배포 프로세스 개발",• 관련 분야 학사 학위 혹은 2년 이상 경력 보유,"• 관련 분야 논문 보유자 (국제 학회 또는 SCI/SCIE 저널)  
• 특정 하드웨어 가속기(e.g., GPUs, TPUs, FPGAs)에 대한 DL/ML 최적화 경험
• Embedded 및 RTOS환경 구축 및 개발 경험
• C++(Modern C++ 포함) 개발 역량
• Agile 또는 ASPICE 프로젝트 경험",[],https://jumpit.saramin.co.kr/position/42805
코덱SW엔지니어 (화질분석/신입),서울 강남구,"• 영상처리, 동영상 압축 알고리즘 및 성능 분석","• 전자, 컴퓨터공학 학사 이상
• C, Python 프로그래밍 능력
• 비디오 압축 혹은 영상 처리에 관심이 있으신 분

자격 요건 중에 한 두가지 부족하지만, 노력으로 충분히 캐치업할 수 있는 자신이 있다면 망설이지 말고 지원해주세요!","• 비디오 압축 혹은 영상 처리 관련 연구 수행 및 프로젝트 경험자
• 리눅스 환경에서 개발 가능",[],https://jumpit.saramin.co.kr/position/42501
Model Compression Research (병역특례),서울 강서구,"Model Compression 기술 개발: 
• Neural Architecture Search (NAS) 
• Quantization Aware Training (QAT) & Post Training Quantization (PTQ) 
• Knowledge Distillation (KD)","• 관련 분야 석사 학위 혹은 2년 이상 경력 보유 
• TensorFlow, PyTorch 등 주요 DL 프레임워크 활용 경험 
• 영어 회화 가능 (외국인과 업무 소통 가능) 
• 팀과 협업 및 원활한 커뮤니케이션 보유 
• 독립적인 리서치 프로젝트 수행 능력 
• 최신 논문 이해 및 모델 적용 능력","• 관련 분야 논문 보유자 (국제 학회 또는 SCI/SCIE 저널)  
• 특정 하드웨어 가속기(e.g., GPUs, TPUs, FPGAs)에서 DL/ML 최적화 경험  
• 경량화를 위한 모델 서빙 프레임워크(e.g., TensorFlow Serving, ONNX Runtime)에서 개발 경험",[],https://jumpit.saramin.co.kr/position/42803
Model Compression Research Engineer,서울 강서구,"Model Compression 기술 개발: 
• Neural Architecture Search (NAS) 
• Quantization Aware Training (QAT) & Post Training Quantization (PTQ) 
• Knowledge Distillation (KD)","• 관련 분야 석사 학위 혹은 2년 이상 경력 보유 
• TensorFlow, PyTorch 등 주요 DL 프레임워크 활용 경험 
• 영어 회화 가능 (외국인과 업무 소통 가능) 
• 팀과 협업 및 원활한 커뮤니케이션 보유 
• 독립적인 리서치 프로젝트 수행 능력 
• 최신 논문 이해 및 모델 적용 능력","• 관련 분야 논문 보유자 (국제 학회 또는 SCI/SCIE 저널)  
• 특정 하드웨어 가속기(e.g., GPUs, TPUs, FPGAs)에서 DL/ML 최적화 경험  
• 경량화를 위한 모델 서빙 프레임워크(e.g., TensorFlow Serving, ONNX Runtime)에서 개발 경험",[],https://jumpit.saramin.co.kr/position/42802
LLM Research Engineer,서울 강서구,"LLM 개발 및 최적화: 
• Domain-specific LLM 및 sLLM 개발 
• LLM 경량화(예: Pruning, Quantization, Distillation) 개발
• LLM 추론 엔진(예: llama.cpp, TensorRT-LLM, MLC-LLM) 개발",• 관련 분야 석사 학위 혹은 2년 이상 경력 보유,"• LLM 관련 분야 논문 보유자 (국제 학회 또는 SCI/SCIE 저널)  
• LLM 모델 적용 제품 개발 경험 보유자",[],https://jumpit.saramin.co.kr/position/42798
실내 내비게이션 연구/개발(전문연구요원가능),"대구 동구, 경기 안양시","• 내비게이션 서비스 측위 기술 연구/개발
• 센서 기반 측위 기술 연구/개발
• GPS 및 AIoT기반 측위 기술 연구/개발
• 라이다, 카메라, BLE 등의 인식 센서 기반 측위 기술 연구/개발
• 융합형 필터 / 머신러닝 측위 기술 연구/개발","• 컴퓨터공학, 전자공학, 기계공학, 물리학, 통계학 관련 전공
• 센서 및 GPS 신호 분석, 응용 알고리즘 개발
• Embedded SW개발(C / C++)
• 데이터 분석(Matlab 또는 Python)
• C++ 및 Python 프로그래밍 능력
• Linux 상 프로그램 개발 능력
• ROS에 대한 이해","• 측위기술 과제 경험, Embedded 시스템 구현 경험
• 머신러닝기반 알고리즘 개발 경험
• 자율주행 시스템의 전반적인 구조에 대한 이해
• SLAM, Kalman filter, 차량 동력학(Vehicle dynamics)에 대한 이해
• 실제 인식 센서 활용 경험
• 근무지(경기/대구) 선택 가능
 - 경기도 안양시 동안구 엘에스로116번길 118 안양2차 SKV1 926호
 - 대구광역시 동구 동대구로 465, 대구스케일업허브",[],https://jumpit.saramin.co.kr/position/43202
Vision AI Application Engineer(병역특례),서울 강서구,"Vision AI application을 위한 Deep Learning 모델 개발 및 최적화: 
• Object Detection, Segmentation, Human Pose Estimation 기술 개발
• 학습 DB 설계 및 학습 최적화",• 관련 분야 석사 학위 혹은 2년 이상 경력 보유,"• 관련 분야 논문 보유자 (국제 학회 또는 SCI/SCIE 저널)  
• 영상처리 개발 역량
• ML(예: SVM, Random Forest) 개발 역량
• 영어회화 가능
• AI 개발 전주기 경험자",[],https://jumpit.saramin.co.kr/position/42801
LLM Research Engineer (병역특례),서울 강서구,"LLM 개발 및 최적화: 
• Domain-specific LLM 및 sLLM 개발 
• LLM 경량화(예: Pruning, Quantization, Distillation) 개발
• LLM 추론 엔진(예: llama.cpp, TensorRT-LLM, MLC-LLM) 개발",• 관련 분야 석사 학위 혹은 2년 이상 경력 보유,"• LLM 관련 분야 논문 보유자 (국제 학회 또는 SCI/SCIE 저널)  
• LLM 모델 적용 제품 개발 경험 보유자",[],https://jumpit.saramin.co.kr/position/42799
언어모델 딥러닝 개발자 (신입),서울 강남구,"• 최신의 딥러닝 학습 모델 연구
• sLLM 학습 및 최적화
• sLLM 학습 데이터 수집 및 전처리","• 인공지능 및 머신러닝 연구에 관심있는 분
• Python, Pytorch, Tensorflow 사용 가능","• 컴퓨터 공학 학사 또는 이상의 학위
• 딥러닝 관련 연구실 출신 우대
• IT 직종 경력자 우대",[],https://jumpit.saramin.co.kr/position/41946
ML 엔지니어/Researcher 채용,서울 강남구,"• Computer Vision 알고리즘 개발
　- 다양한 형태의 데이터 처리 (Radar, Smartphone Image, CCTV Image, Industrial Image 등)
　- Vision 관련 task 수행 (super resolution, detection, inpainting, low lighting 등)
• 딥러닝 모델 경량화 알고리즘 개발
　- 주어진 Task 와 Constraint를 고려한 딥러닝 모델 설계 및 경량화 알고리즘 개발 (Quantization, NAS 등)
　- Edge Device 탑재될 경량화된 모델 개발","• 대학교 졸업 이상
• Python을 활용한 프로젝트 수행 경험이 있으신 분
• 딥러닝 프레임워크(Pytorch, Keras, Tensorflow 등) 을 활용한 프로젝트 수행 경험이 있으신 분
• 해외 여행에 결격 사유가 없으신 분
• 병역특례 지원 가능
- 산업기능요원, 전문연구요원 지원 가능하며, 이력서에 별도 표기하여 제출 부탁드립니다. (Ex: 산업기능요원 보충역 편입, 전문연구요원 현역 전직 등)","• 이미지 or 신호 처리, 딥러닝 모델 최적화(network compression, NAS) 경험이 있으신 분
• Image enhancement 계열(super resolution, inpainting, low light imaging 등)의 task 경험이 있으신 분
• 관련 학회 및 저널 게재 경력자
• 관련 전공 석사, 박사 학위 보유자 (경력 인정)",[],https://jumpit.saramin.co.kr/position/43108
AI 컴파일러 엔지니어 채용,서울 강남구,"• Edge device targeted AI compiler 개발
• Virtual Machine 개발
• 사내 자체 언어 개발
　- Parser, Lexer 개발
　- Type inference algorithm 구현
• Intel AMX 지원을 위한 intrinsic 구현
• 이 외 성능 최적화를 위한 각종 compiler technique 구현 및 연구
• MLIR 사용
• Optimizing ML/vision algorithm on DSP/NPU/AP
　- Preprocessing procedure, deep learning kernel 및 각종 Vision 알고리즘을 DSP/NPU/AP 등에 최적화하여 지연 시간 및 사용 메모리를 최소화","• 대학교 졸업 이상
• C/C++을 활용한 프로젝트 개발 경험이 있으신 분
• (컴파일러 엔지니어) 함수형 언어(Scala, Haskell, F# 등) 사용 경험이 있으신 분
• (컴파일러 엔지니어) 딥러닝 프레임워크(Pytorch, tensorflow 등) 사용 경험이 있으신 분
• 병역특례 지원 가능
- 산업기능요원, 전문연구요원 지원 가능하며, 이력서에 별도 표기하여 제출 부탁드립니다. (Ex: 산업기능요원 보충역 편입, 전문연구요원 현역 전직 등)","• 딥러닝 개념을 알고 동작 커널 개념을 알고 구현해보신 분
• 딥러닝 프레임워크에서 operation에 대한 지식을 갖추신 분
• 컴퓨터 아키텍쳐 관련 지식이 풍부하신 분
• Compiler 혹은 Interpreter를 제작/연구해보신 경험이 있으신 분
• 병렬 프로그래밍 경험이 있으신 분
• 딥러닝 커널 최적화 관련 경험이 있으신 분
• 딥러닝 모델 경량화 기법에 관한 지식이 있으신 분
• 관련 학회 및 저널 게재 경력자
• 관련 전공 석사, 박사 학위 보유자 (경력 인정)",[],https://jumpit.saramin.co.kr/position/43106
Generative AI 및 인공지능 유지 관리 연구,서울 강남구,"• 생성 모델을 통해 물류/공장 자동화에서 필요한 학습 데이터 생성 및 모델 평가 수행
• 당사 AI Platform 생성 모델 백엔드 연구 개발

1. 물류 및 공장자동화 각 사이트에서 필요한 학습 데이터 생성 기법 연구 개발
2. 배포된 AI 모델 성능 유지를 위한 평가 및 추가 학습 등을 위한 데이터 생성 기법 연구 개발 
3. 모델 학습 배포 유지관리 lifecycle 연구개발( AIops , Active learning, lifelong learning, etc ) 협업 
4. 그 외, Stable Diffusion과 같은 생성형 모델을 목적에 맞게 연구 개발 및 서비스","• 경력 : 무관 
• Machine Learning, Deep Learning, 생성모델(diffusion, GAN, VAE 등)에 대한 기본적인 지식을 보유하신 분
• Diffusion, StyleGAN 등 생성형 모델을 다루어본 경험이 있는 분
• 다양한 이미지 데이터를 다루어본 경험이 있는 분
• Python , Tensorflow, Keras, PyTorch, Huggingface
• 오픈소스의 코드 레벨 디버깅 및 커스터마이징 경험이 있는 분","• AI framework/Platform을 통한 실제 서비스 개발/실무 경험이 있는 분
• Git을 활용한 코드 협업 경험이 있으신 분
• 팀원 및 타 분야의 실무자와 원활한 커뮤니케이션 및 의사결정이 가능하신 분
• Object detection, Segmentation 등 인지모델에 대한 관련 지식 혹은 업무 경험이 있는 분",[],https://jumpit.saramin.co.kr/position/43254
Data 엔지니어 - Junior (대전 근무),대전 서구,"• 비정형 데이터 처리를 위한 pipeline 구축
• 데이터 수집 및 관리
• NLP 관련 modeling 업무 (NMT, NER 등)
• 연구 과제 수행
• 최신 논문에 대한 research","• 학사 이상 (컴퓨터공학, 수학, 물리, 통계 등 관련 공학계열)
• NLP 관련 업무 경험이나 지식
• Python, Linux, Docker, Pytorch, Tensorflow
• NLP, LLM 등에 대한 최신 동향 이해
• 준수한 협업 능력","• 석사 이상 (컴퓨터공학, 수학, 물리, 통계 등 관련 공학계열)
• NLP 관련 모델 개발 경험
• Generative AI 에 대한 연구 경험
• 영어 회화 중급 수준 가능자",[],https://jumpit.saramin.co.kr/position/43600
지식기반 AI 챗봇 주니어급 채용,서울 중구,"ㆍLLM 모델을 활용한 AI 서비스 개발 (Prompt Engineering /RAG)
ㆍLLM 모델 활용을 통한 챗봇 서비스 개발
ㆍ데이터 추출 업무
 - 각종 다양한 문서, 데이터베이스 등을 통한 데이터 추출
 - 이미지 내 데이터 추출 경험(OCR)
ㆍ자연어 처리(NLP) 및 정보 검색, 텍스트 생성 업무
 - word embedding, text clustering 등 NLP 기술을 이용한 텍스트 데이터 전처리
 - text chunking, semantic maching 등을 활용한 문서 탐색 시스템 구조화
 - vector DB를 활용한 문서 검색 시스템 최적화
 - retriever, reader 등 유사 문서 검색 알고리즘 최적화
 - Language Model의 검토, 테스트, 활용 (Embedding Model, Reranking Model 등)
ㆍ LLM 관련 업무
 - sLLM fine-tunning 및 연구
 - sLLM fine-tunning 및 연구
 - 신규 기술 동향 분석 및 검증","ㆍ신입~5년 이하 / 학력 무관
ㆍRAG/LLM/LangChain 등을 이용한 개발 경험이 있으신 분
ㆍFastAPI/Django 와 같은 프레임워크를 사용해 개발 경험이 있으신 분
ㆍPython, C++, Java 등의 언어를 활용한 프로그래밍 능력 및 Linux/Shell 활용 능력
ㆍRest API 등 프로그래밍에 대한 이해가 있으신 분
ㆍ원활한 팀웍을 위해 태도 및 협업 커뮤니케이션 능력을 가진 분","ㆍLLM 및 RAG를 활용한 챗봇 서비스 경험이 있으신 분
ㆍ도메인 특화 LLM 관련 연구 및 개발 경험 있으신 분
ㆍLinux 활용도 및 docker 관련 활용 성숙도 있으신 분

[기타사항]
ㆍ근무지: 서울시 중구 필동로1길 18, 2층
ㆍ2024년 하반기 양재로 이전 예정",[],https://jumpit.saramin.co.kr/position/43661
딥러닝 음성인식 개발자 주니어급 채용,서울 중구,"ㆍSTT/TTS 딥러닝 모델 연구 및 개발
ㆍSTT/TTS 분산 처리 시스템 개발","ㆍ신입~경력 5년 이하 / 학력 무관
ㆍSTT/TTS 딥러닝 모델 개발을 해 보신 분
ㆍPytorch 기반 딥러닝 코드를 작성 가능하신 분
ㆍKafka, Kubernetes, Docker 개발 경험이 있으신 분
ㆍDevOps 경험해 보신 분","ㆍWhisper 파인튜닝을 해 보신 분
ㆍLLM, TextAnalysis를 경험해 보신 분
ㆍ백엔드 개발 경력이 있으신 분
ㆍRDBMS, NoSQL에 대한 이해도가 있으신 분
ㆍ리눅스 서버에 대한 이해가 높으신 분
ㆍAI 석사 학위 소유하신 분",[],https://jumpit.saramin.co.kr/position/43658
임베딩 모델 개발자 주니어급 채용,서울 중구,"ㆍRAG(Retrieval-Augmented Generation) 기반 AI 시스템 구축 및 운영
ㆍ데이터 전처리 파이프라인 설계 및 구현
ㆍ대규모 데이터셋 클리닝, 필터링, 라벨링 등 데이터 품질 관리
ㆍ텍스트 데이터의 벡터 임베딩 및 임베딩 모델 설계, 훈련 및 튜닝
ㆍ문서 혹은 텍스트 데이터의 의미론적 분석 및 구조화 개발
ㆍ임베딩을 활용한 효율적인 지식화(Indexing), 검색(Retrieve) 및 쿼리 확장 기술 개발
ㆍQdrant, FAISS, Pinecone 등 검색 기술 통합 및 최적화","ㆍ관련 경력 신입~3년 이상 또는 이에 준하는 실무 경험
ㆍLanguage Model의 기본 개념 이해 및 사용 경험 필수
ㆍ대규모 데이터셋을 활용한 전처리 및 벡터화 프로젝트 경험 필수
ㆍAI 및 NLP 기반 검색 시스템 설계 및 구축 경험자 우대","ㆍPython 및 관련 데이터 처리 라이브러리 숙련자
ㆍ자연어 처리 라이브러리(Transformers, spaCy, Hugging Face 등) 경험자 우대
ㆍ대규모 데이터 처리 경험자 우대",[],https://jumpit.saramin.co.kr/position/43666
